"","PRICE","BUILD_YEAR","CBD_DIST","NEAREST_STN_DIST","NEAREST_SCH_DIST","Precio_M2_total","SEG_BUILD_YEAR","SEG_CBD_DIST","SEG_NEAREST_STN_DIST","SEG_NEAREST_SCH_DIST","SEG_Precio_M2_total","SEG_Precio"
"2691",705,1998,23.8,10.2,1.4321231130998,312.223206377325,"2000","20-29","11-25","2-3","2-500","501-750"
"2692",425,2005,27.4,4.7,1.40465394852096,730.240549828179,"2010","20-29","4-5","2-3","501-1000","<=500"
"2693",1090,1998,9.6,1,1.48487516777521,1971.06690777577,"2000","3-9","<=1","2-3","1001-2000","1001-1500"
"2694",260,2004,35.7,2.6,0.409528806001212,562.770562770563,"2010","30-39","2-3","<=1","501-1000","<=500"
"2696",515,2005,18.7,6.4,0.734919588053979,867.003367003367,"2010","10-19","6-10","<=1","501-1000","501-750"
"2698",720,1981,8.6,1.2,1.13708593001882,1014.08450704225,"2000","3-9","2-3","2-3","1001-2000","501-750"
"2700",480,1956,7.4,2,0.964874503167081,1371.42857142857,"80's","3-9","2-3","<=1","1001-2000","<=500"
"2701",450,1968,22.8,9.5,1.05545201120534,225.450901803607,"80's","20-29","6-10","2-3","2-500","<=500"
"2702",288,1990,10.6,7,1.17142627669352,418.604651162791,"2000","10-19","6-10","2-3","2-500","<=500"
"2703",670,1990,28,1.7,3.04606893688711,1395.83333333333,"2000","20-29","2-3","4-5","1001-2000","501-750"
"2705",460,1997,23.6,1.4,1.53902675992719,898.4375,"2000","20-29","2-3","2-3","501-1000","<=500"
"2706",410,2003,17.5,2.7,1.49550581850026,682.196339434276,"2010","10-19","2-3","2-3","501-1000","<=500"
"2708",1225,2010,28,2.2,3.33299670152136,2038.26955074875,"2010","20-29","2-3","4-5","2001-5000","1001-1500"
"2709",630,2008,19.6,6.5,1.12257276405271,1093.75,"2010","10-19","6-10","2-3","1001-2000","501-750"
"2710",379,2008,32.4,2,0.514376994650505,730.250481695568,"2010","30-39","2-3","<=1","501-1000","<=500"
"2711",424,2000,27.2,3.4,2.23770545244113,704.318936877076,"2000","20-29","4-5","2-3","501-1000","<=500"
"2713",548,1987,3.274,3.27,0.447254082883835,1453.58090185676,"2000","3-9","4-5","<=1","1001-2000","501-750"
"2715",350,1985,11,5.7,0.676131142646379,660.377358490566,"2000","10-19","6-10","<=1","501-1000","<=500"
"2716",315,2006,31.1,2,1.12363563298893,522.388059701493,"2010","30-39","2-3","2-3","501-1000","<=500"
"2718",585,1995,34.6,1.1,1.29897797189236,226.393188854489,"2000","30-39","2-3","2-3","2-500","501-750"
"2719",485,2003,28,3.5,1.79676422187201,756.630265210608,"2010","20-29","4-5","2-3","501-1000","<=500"
"2720",315,1972,14.8,0.973,0.62869211420528,461.200585651537,"80's","10-19","<=1","<=1","2-500","<=500"
"2722",645,1991,10.6,0.433,1.26743151343433,1277.22772277228,"2000","10-19","<=1","2-3","1001-2000","501-750"
"2726",300,1970,32.2,2.2,0.552291286322735,411.522633744856,"80's","30-39","2-3","<=1","2-500","<=500"
"2728",1025,1990,8.6,1.9,1.03162238938336,1840.21543985637,"2000","3-9","2-3","2-3","1001-2000","1001-1500"
"2729",540,1990,41.4,2.8,1.00707125490867,794.117647058824,"2000","40-49","2-3","2-3","501-1000","501-750"
"2731",610,1990,14.5,3.1,0.97385963808562,778.061224489796,"2000","10-19","4-5","<=1","501-1000","501-750"
"2733",430,2001,14.1,6,1.81760234695529,762.411347517731,"2010","10-19","6-10","2-3","501-1000","<=500"
"2734",324,2015,15.6,4.9,3.52839594412974,1741.93548387097,"2015>=","10-19","4-5","4-5","1001-2000","<=500"
"2737",691.5,2000,26.1,1.3,0.90392088924435,1239.24731182796,"2000","20-29","2-3","<=1","1001-2000","501-750"
"2738",611.5,1981,14,4.5,1.03370653771292,784.980744544288,"2000","10-19","4-5","2-3","501-1000","501-750"
"2739",295,2003,35.6,2.7,0.197434949096738,591.182364729459,"2010","30-39","2-3","<=1","501-1000","<=500"
"2740",409,1978,13.5,7.3,1.62515256548816,584.285714285714,"2000","10-19","6-10","2-3","501-1000","<=500"
"2741",670,1992,25.8,2.9,1.14672507809682,950.354609929078,"2000","20-29","2-3","2-3","501-1000","501-750"
"2742",511.5,1993,15.3,2.7,1.60397869822367,719.409282700422,"2000","10-19","2-3","2-3","501-1000","501-750"
"2743",490,1990,18.3,1.7,0.821350356861591,847.750865051903,"2000","10-19","2-3","<=1","501-1000","<=500"
"2744",670,1980,21.8,3.2,1.93181711157639,953.058321479374,"2000","20-29","4-5","2-3","501-1000","501-750"
"2746",280,2010,34.8,0.359,0.832415641872379,975.609756097561,"2010","30-39","<=1","<=1","501-1000","<=500"
"2747",705,1999,5.9,2.3,2.76002281801548,2252.39616613419,"2000","3-9","2-3","2-3","2001-5000","501-750"
"2748",485,2000,19.4,1.3,0.493124923563296,779.742765273312,"2000","10-19","2-3","<=1","501-1000","<=500"
"2750",435,1989,34.3,0.89,0.918672287070854,613.540197461213,"2000","30-39","<=1","<=1","501-1000","<=500"
"2751",860,2010,11.2,2.2,1.67918995945954,1516.75485008818,"2010","10-19","2-3","2-3","1001-2000","751-1000"
"2752",800,1994,9.9,1.5,0.683424596535212,1535.50863723608,"2000","3-9","2-3","<=1","1001-2000","751-1000"
"2753",730,1968,13.3,0.489,1.70649258357721,1957.10455764075,"80's","10-19","<=1","2-3","1001-2000","501-750"
"2754",220,1975,12.3,2.4,1.88824525816402,322.108345534407,"80's","10-19","2-3","2-3","2-500","<=500"
"2755",768,1975,18.2,9.2,1.79803759024783,330.891856958208,"80's","10-19","6-10","2-3","2-500","751-1000"
"2756",430,2004,37.1,1.3,0.855157485045216,707.236842105263,"2010","30-39","2-3","<=1","501-1000","<=500"
"2758",840,1985,13.4,2.8,1.15117912298945,1171.54811715481,"2000","10-19","2-3","2-3","1001-2000","751-1000"
"2759",466,1985,17.5,2.9,1.01868152823098,665.714285714286,"2000","10-19","2-3","2-3","501-1000","<=500"
"2760",340,2006,31.3,2.1,0.974213514614767,666.666666666667,"2010","30-39","2-3","<=1","501-1000","<=500"
"2761",390,1990,29.6,3.9,3.06026635655266,97.5,"2000","20-29","4-5","4-5","2-500","<=500"
"2762",426.5,1993,11.1,2.4,0.946324159969799,753.533568904594,"2000","10-19","2-3","<=1","501-1000","<=500"
"2763",300,2015,38.1,0.309,1.77831304595677,1357.46606334842,"2015>=","30-39","<=1","2-3","1001-2000","<=500"
"2764",325,1970,14.2,0.55,1.65294213145683,401.730531520396,"80's","10-19","<=1","2-3","2-500","<=500"
"2765",680,2005,14.2,5.2,3.29859670749779,971.428571428571,"2010","10-19","6-10","4-5","501-1000","501-750"
"2766",920,1977,13.3,2.9,0.838483290630346,1216.93121693122,"2000","10-19","2-3","<=1","1001-2000","751-1000"
"2767",457,1991,12.7,4.6,1.25200204716298,938.398357289528,"2000","10-19","4-5","2-3","501-1000","<=500"
"2769",585,1999,6.7,0.099,1.64689500557285,734.002509410289,"2000","3-9","<=1","2-3","501-1000","501-750"
"2772",565,1999,21.2,2.1,0.337061643980465,949.579831932773,"2000","20-29","2-3","<=1","501-1000","501-750"
"2773",678,1994,17.4,1.9,0.811333711627201,921.195652173913,"2000","10-19","2-3","<=1","501-1000","501-750"
"2774",729,1995,15.8,3.1,1.75071722894999,1157.14285714286,"2000","10-19","4-5","2-3","1001-2000","501-750"
"2777",370,2007,32.5,1.3,0.588258290641615,827.740492170022,"2010","30-39","2-3","<=1","501-1000","<=500"
"2778",960,2005,14.8,2.2,1.16033778784747,1369.47218259629,"2010","10-19","2-3","2-3","1001-2000","751-1000"
"2779",742,2000,35,4,1.36261806566628,548.005908419498,"2000","30-39","4-5","2-3","501-1000","501-750"
"2780",925,1993,8.3,2.3,0.802788959900705,870.178739416745,"2000","3-9","2-3","<=1","501-1000","751-1000"
"2782",429.1,1997,17.4,7.5,1.3297834346792,777.355072463768,"2000","10-19","6-10","2-3","501-1000","<=500"
"2783",499,1997,12,6.7,2.55129331280394,880.070546737213,"2000","10-19","6-10","2-3","501-1000","<=500"
"2784",880,2012,27.7,2,2.97994350044904,1343.51145038168,"2015>=","20-29","2-3","2-3","1001-2000","751-1000"
"2786",575,1974,18.7,9.4,0.880661197900331,456.349206349206,"80's","10-19","6-10","<=1","2-500","501-750"
"2788",800,1989,19.8,7.3,3.50066127438217,1008.82723833544,"2000","10-19","6-10","4-5","1001-2000","751-1000"
"2789",460,2006,24.7,3.6,2.72710653847817,725.552050473186,"2010","20-29","4-5","2-3","501-1000","<=500"
"2790",360,1972,17.8,1.2,1.51905757533531,332.10332103321,"80's","10-19","2-3","2-3","2-500","<=500"
"2792",475,2015,25.4,3.8,3.39078770178432,1930.89430894309,"2015>=","20-29","4-5","4-5","1001-2000","<=500"
"2793",590,2001,9,5.6,2.05415249761222,1026.08695652174,"2010","3-9","6-10","2-3","1001-2000","501-750"
"2796",450,1973,24.7,2.5,2.94202488837739,655.97667638484,"80's","20-29","2-3","2-3","501-1000","<=500"
"2798",193,1964,18,4,1.75349975538175,238.566131025958,"80's","10-19","4-5","2-3","2-500","<=500"
"2801",458,1990,14.8,4.5,3.813410724681,1017.77777777778,"2000","10-19","4-5","4-5","1001-2000","<=500"
"2802",540,1996,10.2,2,1.46302538920787,2204.08163265306,"2000","10-19","2-3","2-3","2001-5000","501-750"
"2803",345,1977,39.6,1.3,1.18176799838432,504.385964912281,"2000","30-39","2-3","2-3","501-1000","<=500"
"2807",380,1998,9,0.676,0.790258738816165,1333.33333333333,"2000","3-9","<=1","<=1","1001-2000","<=500"
"2808",275,1990,32.7,1.5,1.29699390085719,385.694249649369,"2000","30-39","2-3","2-3","2-500","<=500"
"2809",280,1969,33.7,1.9,1.18315712148042,344.827586206897,"80's","30-39","2-3","2-3","2-500","<=500"
"2812",249.5,1980,38.1,0.65,0.803510164400849,339.91825613079,"2000","30-39","<=1","<=1","2-500","<=500"
"2813",325,2009,34.7,0.571,0.914548063727661,727.069351230425,"2010","30-39","<=1","<=1","501-1000","<=500"
"2814",420,2015,23.7,1.5,1.51091747884086,446.808510638298,"2015>=","20-29","2-3","2-3","2-500","<=500"
"2815",392,1987,14.6,3.7,1.67973553903887,560,"2000","10-19","4-5","2-3","501-1000","<=500"
"2816",962,1990,7.4,3,0.550400483812105,1176.0391198044,"2000","3-9","2-3","<=1","1001-2000","751-1000"
"2817",640,2001,15.7,7.6,0.597151185287363,822.622107969152,"2010","10-19","6-10","<=1","501-1000","501-750"
"2818",279,1990,12.2,5.8,1.85824687191095,523.452157598499,"2000","10-19","6-10","2-3","501-1000","<=500"
"2819",822,2008,28.3,2.8,3.61755839633459,1422.14532871972,"2010","20-29","2-3","4-5","1001-2000","751-1000"
"2820",900,2004,26.7,2.6,2.03339452916269,1221.16689280868,"2010","20-29","2-3","2-3","1001-2000","751-1000"
"2822",985,1990,23.6,5,3.02584631118033,47.6282578211885,"2000","20-29","4-5","4-5","2-500","751-1000"
"2823",295,1990,38.2,0.502,1.09743431342179,649.779735682819,"2000","30-39","<=1","2-3","501-1000","<=500"
"2826",220,1979,40.1,1.7,0.692498054991029,315.186246418338,"2000","40-49","2-3","<=1","2-500","<=500"
"2827",1200,1980,7.6,1.8,1.09734452376565,1641.58686730506,"2000","3-9","2-3","2-3","1001-2000","1001-1500"
"2829",920,1959,14.8,2.4,0.819641433498905,1151.4392991239,"80's","10-19","2-3","<=1","1001-2000","751-1000"
"2830",275,1970,25.1,0.335,0.584728167428057,348.101265822785,"80's","20-29","<=1","<=1","2-500","<=500"
"2831",440,1960,11.9,4.6,0.297102546042545,604.395604395604,"80's","10-19","4-5","<=1","501-1000","<=500"
"2832",287,1990,17.1,2,1.81467716893856,559.454191033138,"2000","10-19","2-3","2-3","501-1000","<=500"
"2833",563,2006,12.6,6.2,2.28073824618584,882.445141065831,"2010","10-19","6-10","2-3","501-1000","501-750"
"2834",850,1992,12.5,2.2,1.39076872179944,1180.55555555556,"2000","10-19","2-3","2-3","1001-2000","751-1000"
"2835",800,2008,6.7,2.7,1.16192506179193,1454.54545454545,"2010","3-9","2-3","2-3","1001-2000","751-1000"
"2836",740,2005,16.9,2.4,1.02121663278322,76.3752709257921,"2010","10-19","2-3","2-3","2-500","501-750"
"2837",436,1990,9.1,1.1,0.831035698832106,686.614173228346,"2000","3-9","2-3","<=1","501-1000","<=500"
"2838",730,2004,30,4,3.1649037795906,156.652360515021,"2010","20-29","4-5","4-5","2-500","501-750"
"2839",374.5,1964,18.6,4.3,1.3338621374965,411.538461538462,"80's","10-19","4-5","2-3","2-500","<=500"
"2840",940,1988,20.6,3.4,0.620973721412841,1087.96296296296,"2000","20-29","4-5","<=1","1001-2000","751-1000"
"2842",512,2000,12.4,2.2,2.44057179315892,1024,"2000","10-19","2-3","2-3","1001-2000","501-750"
"2843",745,1986,18.6,8.3,3.11686471110118,774.428274428274,"2000","10-19","6-10","4-5","501-1000","501-750"
"2844",410,1973,17.3,2.5,1.41902182022112,601.173020527859,"80's","10-19","2-3","2-3","501-1000","<=500"
"2845",630,1976,6.4,2,0.687885889125983,840,"2000","3-9","2-3","<=1","501-1000","501-750"
"2846",620,2001,20.7,5.7,2.40812610192173,885.714285714286,"2010","20-29","6-10","2-3","501-1000","501-750"
"2847",560,2010,13.1,1.3,1.45758913899314,950.764006791171,"2010","10-19","2-3","2-3","501-1000","501-750"
"2849",450,2002,14.7,7.1,2.44837001696248,750,"2010","10-19","6-10","2-3","501-1000","<=500"
"2850",810,1989,12.4,1.6,0.913017042991356,986.601705237515,"2000","10-19","2-3","<=1","501-1000","751-1000"
"2851",400,1987,15.3,3.3,1.75754825149353,65.2635013868494,"2000","10-19","4-5","2-3","2-500","<=500"
"2853",307.5,1987,9.6,0.569,0.802430063660159,1635.63829787234,"2000","3-9","<=1","<=1","1001-2000","<=500"
"2855",515,1982,4.1,2.7,0.934504150973883,193.536264562195,"2000","3-9","2-3","<=1","2-500","501-750"
"2856",325,2011,29.3,5.7,0.591880742748552,1022.01257861635,"2015>=","20-29","6-10","<=1","1001-2000","<=500"
"2857",507,2001,16.3,2.8,0.819466947117793,179.532577903683,"2010","10-19","2-3","<=1","2-500","501-750"
"2858",520,1989,15.2,3.9,2.02741346681886,1645.56962025316,"2000","10-19","4-5","2-3","1001-2000","501-750"
"2859",221,2012,25.3,0.723,0.828035531692397,924.686192468619,"2015>=","20-29","<=1","<=1","501-1000","<=500"
"2860",550,1999,20,3.6,0.252834269403751,2165.35433070866,"2000","10-19","4-5","<=1","2001-5000","501-750"
"2861",208,2010,24.3,0.43,0.143019774835028,962.962962962963,"2010","20-29","<=1","<=1","501-1000","<=500"
"2862",520,1990,9.9,0.789,0.135432162324696,130.22789882294,"2000","3-9","<=1","<=1","2-500","501-750"
"2863",315,1975,7.2,3.4,1.56044342590151,91.8903150525088,"80's","3-9","4-5","2-3","2-500","<=500"
"2864",450,1990,24.1,1.5,1.51196869860747,29.874526986656,"2000","20-29","2-3","2-3","2-500","<=500"
"2866",390,2000,3.4,0.095,1.10426686814698,113.471050334594,"2000","3-9","<=1","2-3","2-500","<=500"
"2867",309,2009,22.8,0.384,0.78475637838063,1355.26315789474,"2010","20-29","<=1","<=1","1001-2000","<=500"
"2868",210,1990,15.3,7.5,0.758880749325497,31.9197446420429,"2000","10-19","6-10","<=1","2-500","<=500"
"2869",400,2005,16.1,3.7,1.31285905227676,43.6014824504033,"2010","10-19","4-5","2-3","2-500","<=500"
"2870",316,1990,17.1,3,1.7331042483727,93.0232558139535,"2000","10-19","2-3","2-3","2-500","<=500"
"2872",630,1976,12.9,1.8,1.58303663103387,155.01968503937,"2000","10-19","2-3","2-3","2-500","501-750"
"2873",385,2014,27.3,0.617,0.585280547193422,1043.36043360434,"2015>=","20-29","<=1","<=1","1001-2000","<=500"
"2874",465,1997,12.2,2.1,1.26605679525641,142.638036809816,"2000","10-19","2-3","2-3","2-500","<=500"
"2875",223,1990,12.7,2,0.644311483147897,56.46999240314,"2000","10-19","2-3","<=1","2-500","<=500"
"2876",260,1989,18,3.1,1.0008140780533,822.784810126582,"2000","10-19","4-5","2-3","501-1000","<=500"
"2877",305,2008,16.1,1.1,0.694253618119255,95.7313245448839,"2010","10-19","2-3","<=1","2-500","<=500"
"2878",487.5,1991,12.1,3,0.788315192304047,1603.61842105263,"2000","10-19","2-3","<=1","1001-2000","<=500"
"2879",425,2015,25.4,0.818,0.969002893721541,1393.44262295082,"2015>=","20-29","<=1","<=1","1001-2000","<=500"
"2880",1280,1994,21.6,4,1.30720332293521,1398.90710382514,"2000","20-29","4-5","2-3","1001-2000","1001-1500"
"2881",455,2006,22,2.9,0.749073512349847,1031.74603174603,"2010","20-29","2-3","<=1","1001-2000","<=500"
"2882",361,2011,29.6,6.4,1.27392243336808,802.222222222222,"2015>=","20-29","6-10","2-3","501-1000","<=500"
"2883",860,1959,7.2,2.1,0.90885617606484,1223.32859174964,"80's","3-9","2-3","<=1","1001-2000","751-1000"
"2884",650,1976,21.1,3.3,1.34650485402409,950.292397660819,"2000","20-29","4-5","2-3","501-1000","501-750"
"2885",900,1997,20.1,4.5,1.06547680114837,1239.6694214876,"2000","20-29","4-5","2-3","1001-2000","751-1000"
"2887",725,1988,19.9,1.6,1.56161141563969,1021.12676056338,"2000","10-19","2-3","2-3","1001-2000","501-750"
"2888",525,2006,24.9,3.2,2.99761646802504,842.696629213483,"2010","20-29","4-5","2-3","501-1000","501-750"
"2889",329,1990,19.9,5,2.56678490785297,656.686626746507,"2000","10-19","4-5","2-3","501-1000","<=500"
"2890",380,1965,7.1,1.7,0.600419532137902,419.426048565121,"80's","3-9","2-3","<=1","2-500","<=500"
"2891",640,1983,14,0.941,1.40672767358527,927.536231884058,"2000","10-19","<=1","2-3","501-1000","501-750"
"2892",665,1962,6.1,2.7,1.10207674901222,1662.5,"80's","3-9","2-3","2-3","1001-2000","501-750"
"2893",670,1973,12,1.5,1.81678093042546,920.32967032967,"80's","10-19","2-3","2-3","501-1000","501-750"
"2894",680,1957,41.4,5.4,3.33736359581368,686.868686868687,"80's","40-49","6-10","4-5","501-1000","501-750"
"2895",320,1995,12.1,7.3,1.85878497040754,642.570281124498,"2000","10-19","6-10","2-3","501-1000","<=500"
"2896",775,1988,10.5,3.4,0.997215871371171,1819.24882629108,"2000","10-19","4-5","<=1","1001-2000","751-1000"
"2899",940,1990,13.1,4.8,0.954542952984407,1857.70750988142,"2000","10-19","4-5","<=1","1001-2000","751-1000"
"2900",381,1945,11.8,1.5,1.94345592737821,392.378990731205,"50's","10-19","2-3","2-3","2-500","<=500"
"2902",410,1979,7.6,2.3,2.3546041527682,425.311203319502,"2000","3-9","2-3","2-3","2-500","<=500"
"2907",460,1990,29.1,2.2,2.77448818646406,751.633986928105,"2000","20-29","2-3","2-3","501-1000","<=500"
"2908",760,1959,5.7,1.3,0.50516272914538,773.143438453713,"80's","3-9","2-3","<=1","501-1000","751-1000"
"2911",455,1965,6.5,2.3,1.28407136623432,675.074183976261,"80's","3-9","2-3","2-3","501-1000","<=500"
"2917",429,1978,20.5,1.6,1.66089812824304,627.19298245614,"2000","20-29","2-3","2-3","501-1000","<=500"
"2918",700,1954,5.1,2,1.65290394764454,1245.55160142349,"80's","3-9","2-3","2-3","1001-2000","501-750"
"2921",270,1981,24.7,10,3.34472667093871,13.4986501349865,"2000","20-29","6-10","4-5","2-500","<=500"
"2925",70,1999,24.9,10.5,2.91166340683697,7.000700070007,"2000","20-29","11-25","2-3","2-500","<=500"
"2926",622,2001,5.1,1.5,1.085431153867,813.071895424837,"2010","3-9","2-3","2-3","501-1000","501-750"
"2927",510,2008,6.4,0.542,1.43773184397407,1540.78549848943,"2010","3-9","<=1","2-3","1001-2000","501-750"
"2928",730,2006,16.2,5.6,0.419330576287314,1202.63591433278,"2010","10-19","6-10","<=1","1001-2000","501-750"
"2929",462.5,2002,27.6,3.3,2.07779958273972,657.894736842105,"2010","20-29","4-5","2-3","501-1000","<=500"
"2930",1075,1958,4.4,3.1,1.57363294831077,1416.3372859025,"80's","3-9","4-5","2-3","1001-2000","1001-1500"
"2932",940,1985,12.7,2.5,0.937203342295858,1176.47058823529,"2000","10-19","2-3","<=1","1001-2000","751-1000"
"2933",760,1995,20.1,3.8,0.364769175642933,1551.02040816327,"2000","20-29","4-5","<=1","1001-2000","751-1000"
"2934",489,2003,19.9,4,1.16053754691341,870.106761565836,"2010","10-19","4-5","2-3","501-1000","<=500"
"2935",448,2010,14.1,8.3,1.09716628069596,678.787878787879,"2010","10-19","6-10","2-3","501-1000","<=500"
"2936",562.5,1947,10.9,1.5,2.06020177415682,701.371571072319,"50's","10-19","2-3","2-3","501-1000","501-750"
"2937",1170,1962,4.2,2.2,0.711505385009612,1723.12223858616,"80's","3-9","2-3","<=1","1001-2000","1001-1500"
"2939",460,2004,28.9,2,2.98800686917294,751.633986928105,"2010","20-29","2-3","2-3","501-1000","<=500"
"2940",1005,1949,4.2,2.3,0.71470351415672,1312.01044386423,"50's","3-9","2-3","<=1","1001-2000","1001-1500"
"2942",440,2007,13.8,5.3,3.37940143248921,541.205412054121,"2010","10-19","6-10","4-5","501-1000","<=500"
"2943",825,1962,6.1,1.3,0.55966866349919,815.217391304348,"80's","3-9","2-3","<=1","501-1000","751-1000"
"2945",440,1988,16.3,3.7,1.38890163474982,627.674750356633,"2000","10-19","4-5","2-3","501-1000","<=500"
"2946",395,2013,17.9,9,3.36450385609888,596.676737160121,"2015>=","10-19","6-10","4-5","501-1000","<=500"
"2947",1100,1968,8.9,2.5,0.749428819082677,1555.86987270156,"80's","3-9","2-3","<=1","1001-2000","1001-1500"
"2948",1270,1970,8.8,2.4,0.665250992717604,1501.18203309693,"80's","3-9","2-3","<=1","1001-2000","1001-1500"
"2950",233,1990,27,6.6,2.58794056330783,11.5805168986083,"2000","20-29","6-10","2-3","2-500","<=500"
"2953",1240,1947,6.3,2.8,2.01009716713699,1479.71360381862,"50's","3-9","2-3","2-3","1001-2000","1001-1500"
"2955",352.5,1997,35.8,2.8,0.958408213985098,629.464285714286,"2000","30-39","2-3","<=1","501-1000","<=500"
"2958",170,2005,19.1,6.7,3.34916771249683,16.998300169983,"2010","10-19","6-10","4-5","2-500","<=500"
"2959",270,1988,40.1,1.3,1.49730822476526,396.47577092511,"2000","40-49","2-3","2-3","2-500","<=500"
"2963",368,1990,17.5,4,2.56321798695437,454.882571075402,"2000","10-19","4-5","2-3","2-500","<=500"
"2968",570,2006,5.5,2.2,1.31474862403424,2014.13427561837,"2010","3-9","2-3","2-3","2001-5000","501-750"
"2970",485,2010,11.6,1.3,1.58219968852752,1107.30593607306,"2010","10-19","2-3","2-3","1001-2000","<=500"
"2972",685,1992,27.8,1.3,1.06534831920318,214.196372732958,"2000","20-29","2-3","2-3","2-500","501-750"
"2973",660,1971,12.6,1.2,1.17403372698578,951.008645533141,"80's","10-19","2-3","2-3","501-1000","501-750"
"2975",545,1962,7.2,2.1,0.594761482519913,748.626373626374,"80's","3-9","2-3","<=1","501-1000","501-750"
"2977",575,2005,17.1,3,2.09588326130408,668.604651162791,"2010","10-19","2-3","2-3","501-1000","501-750"
"2979",400,1970,12.5,1.3,1.86704764039023,490.196078431373,"80's","10-19","2-3","2-3","2-500","<=500"
"2980",527.5,2006,21.3,4.1,0.831897345283176,964.351005484461,"2010","20-29","4-5","<=1","501-1000","501-750"
"2981",650,1977,19.7,9.1,0.836217987243989,399.017802332719,"2000","10-19","6-10","<=1","2-500","501-750"
"2982",980,2006,23.7,10.3,1.66930099268599,408.503543142976,"2010","20-29","11-25","2-3","2-500","751-1000"
"2984",660,1959,13.6,2.7,2.41320831191784,12.7243632998515,"80's","10-19","2-3","2-3","2-500","501-750"
"2986",480,1984,10.3,1.3,1.41694850133874,716.417910447761,"2000","10-19","2-3","2-3","501-1000","<=500"
"2987",485,1999,29,2,2.94730112814459,722.801788375559,"2000","20-29","2-3","2-3","501-1000","<=500"
"2988",540,1962,10.3,3.9,1.3704428271566,1398.96373056995,"80's","10-19","4-5","2-3","1001-2000","501-750"
"2990",605,1999,27.1,2,2.3795313658202,1276.37130801688,"2000","20-29","2-3","2-3","1001-2000","501-750"
"2991",532.5,1992,20.6,6.4,2.3961919050101,526.185770750988,"2000","20-29","6-10","2-3","501-1000","501-750"
"2992",400,2012,19,9.1,2.39492702606812,740.740740740741,"2015>=","10-19","6-10","2-3","501-1000","<=500"
"2993",415,1965,11.7,1.4,2.04360089266022,703.389830508475,"80's","10-19","2-3","2-3","501-1000","<=500"
"2995",505,1986,18.6,5.4,2.27577516375693,137.190980711763,"2000","10-19","6-10","2-3","2-500","501-750"
"2998",317.5,1997,33.2,1.8,0.853223333721126,587.962962962963,"2000","30-39","2-3","<=1","501-1000","<=500"
"3001",512,1963,23.2,10,1.72249460123919,256,"80's","20-29","6-10","2-3","2-500","501-750"
"3003",605,1992,9.8,2.8,0.185875200997719,2003.31125827815,"2000","3-9","2-3","<=1","2001-5000","501-750"
"3006",400,1984,11.7,3,0.935757893889074,584.795321637427,"2000","10-19","2-3","<=1","501-1000","<=500"
"3009",620,2002,28.3,0.993,2.7174008676822,1033.33333333333,"2010","20-29","<=1","2-3","1001-2000","501-750"
"3011",721.75,1946,21,7.7,0.410220855806847,383.909574468085,"50's","20-29","6-10","<=1","2-500","501-750"
"3012",780,2007,27.2,2.2,2.45314114367534,2047.24409448819,"2010","20-29","2-3","2-3","2001-5000","751-1000"
"3013",460,2014,20,7.2,0.908618167347532,1226.66666666667,"2015>=","10-19","6-10","<=1","1001-2000","<=500"
"3014",410,1974,12.6,1.2,1.81329180732495,590.778097982709,"80's","10-19","2-3","2-3","501-1000","<=500"
"3015",500,2004,14.1,8.4,1.07993064491938,734.214390602056,"2010","10-19","6-10","2-3","501-1000","<=500"
"3016",340,1973,13.1,4.2,0.20599220022249,468.965517241379,"80's","10-19","4-5","<=1","2-500","<=500"
"3017",506.5,1989,21.8,1.6,0.498182692174845,732.995658465991,"2000","20-29","2-3","<=1","501-1000","501-750"
"3019",405,2009,42,0.798,0.794036124063686,697.074010327022,"2010","40-49","<=1","<=1","501-1000","<=500"
"3021",580,1952,14.4,2.7,1.13176889101198,559.30568948891,"80's","10-19","2-3","2-3","501-1000","501-750"
"3022",801,1990,13.1,4,1.19209425303632,132.025712872919,"2000","10-19","4-5","2-3","2-500","751-1000"
"3023",780,1954,6.2,1.3,0.554833695758967,770.750988142292,"80's","3-9","2-3","<=1","501-1000","751-1000"
"3024",258,1984,40.6,2.2,0.375292902562388,373.913043478261,"2000","40-49","2-3","<=1","2-500","<=500"
"3026",587,2007,27,2.1,2.33086095697457,1773.41389728097,"2010","20-29","2-3","2-3","1001-2000","501-750"
"3028",422.6,1989,26.9,6.6,2.6204297404335,21.002932259828,"2000","20-29","6-10","2-3","2-500","<=500"
"3030",335,2008,37.9,0.731,1.57779737773897,1000,"2010","30-39","<=1","2-3","501-1000","<=500"
"3032",372.5,1989,12.3,4.5,1.47936135802732,532.142857142857,"2000","10-19","4-5","2-3","501-1000","<=500"
"3035",780,1999,16.9,4.4,3.75748215657228,348.681269557443,"2000","10-19","4-5","4-5","2-500","751-1000"
"3038",590,2005,41.5,5.5,3.41157456831877,1497.46192893401,"2010","40-49","6-10","4-5","1001-2000","501-750"
"3040",567,1970,15.1,3.2,0.564183877354502,655.491329479769,"80's","10-19","4-5","<=1","501-1000","501-750"
"3041",730,1993,15.8,1.7,1.14763271328663,524.802300503235,"2000","10-19","2-3","2-3","501-1000","501-750"
"3042",780,1990,8.2,2,1.17814643408096,1520.46783625731,"2000","3-9","2-3","2-3","1001-2000","751-1000"
"3043",890,2009,14.3,3.2,1.26092024252234,2342.10526315789,"2010","10-19","4-5","2-3","2001-5000","751-1000"
